County Name,Water Body Name,Landmarks,Advisory Level,DetailStaticText,Advisory Detail Descr Display,Advisory Detail Descr,Advisory Level Description,Advisory Level,BloomInfo ID,Contact Org,County Name,Date Created,First Report,Landmarks,Rec Land Manager,RegionName,Report Updated On,Water Body Manager,Water Body Name,Latitude,Longitude
Sonoma,Russian River,Healdsburg Veterans Beach,Algal mat alert sign,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.","Stay away from algal mats in the water. Do NOT let pets drink the water or eat algal mats in the water or on the shore. Keep Children AWAY from algal mats and do NOT allow children to touch or eat algal mats. Algal mats can be attached to the bottom of the waterway, floating in the water, or washed up on shore. Swimming is allowed in areas without algal mats.",Algal mat alert sign,3159,RB1 FHAB,Sonoma,1/7/2022,1/7/2022,Healdsburg Veterans Beach,County Environmental Health Department,Region 1 - North Coast,10/18/2022,Unknown,Russian River,38.603804,-122.86
Sonoma,Russian River,Johnson's Beach,Algal mat alert sign,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.; Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.; Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.","Stay away from algal mats in the water. Do NOT let pets drink the water or eat algal mats in the water or on the shore. Keep Children AWAY from algal mats and do NOT allow children to touch or eat algal mats. Algal mats can be attached to the bottom of the waterway, floating in the water, or washed up on shore. Swimming is allowed in areas without algal mats.",Algal mat alert sign,3155,RB1 FHAB,Sonoma,1/7/2022,1/7/2022,Johnson's Beach,County Environmental Health Department,Region 1 - North Coast,10/18/2022,Unknown,Russian River,38.499481,-122.99831
Sonoma,Russian River,Mirabel,Algal mat alert sign,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.","Stay away from algal mats in the water. Do NOT let pets drink the water or eat algal mats in the water or on the shore. Keep Children AWAY from algal mats and do NOT allow children to touch or eat algal mats. Algal mats can be attached to the bottom of the waterway, floating in the water, or washed up on shore. Swimming is allowed in areas without algal mats.",Algal mat alert sign,3668,RB1 FHAB,Sonoma,8/29/2022,8/17/2022,Mirabel,County Environmental Health Department,Region 1 - North Coast,10/24/2022,County Environmental Health Department,Russian River,38.49516,-122.89664
Sonoma,Russian River,Monte Rio Beach,Algal mat alert sign,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.","Stay away from algal mats in the water. Do NOT let pets drink the water or eat algal mats in the water or on the shore. Keep Children AWAY from algal mats and do NOT allow children to touch or eat algal mats. Algal mats can be attached to the bottom of the waterway, floating in the water, or washed up on shore. Swimming is allowed in areas without algal mats.",Algal mat alert sign,3154,RB1 FHAB,Sonoma,1/7/2022,1/7/2022,Monte Rio Beach,County Environmental Health Department,Region 1 - North Coast,10/18/2022,Unknown,Russian River,38.466885,-123.01219
Sonoma,Russian River,near Duncans Mills,Last verified >90 days ago,Detail,Water testing of samples indicated no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae are present that are not known to produce toxins.,Water testing of samples indicated no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae are present that are not known to produce toxins.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3540,SoCo Vacation Property Mgmt LLC,Sonoma,7/13/2022,7/6/2022,near Duncans Mills,,Region 1 - North Coast,7/11/2022,,Russian River,38.441921,-123.07217
Sonoma,Russian River,Patterson Point,Algal mat alert sign,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.","Stay away from algal mats in the water. Do NOT let pets drink the water or eat algal mats in the water or on the shore. Keep Children AWAY from algal mats and do NOT allow children to touch or eat algal mats. Algal mats can be attached to the bottom of the waterway, floating in the water, or washed up on shore. Swimming is allowed in areas without algal mats.",Algal mat alert sign,3153,RB1 FHAB,Sonoma,1/7/2022,1/7/2022,Patterson Point,County Environmental Health Department,Region 1 - North Coast,10/18/2022,Unknown,Russian River,38.471794,-123.02761
Sonoma,Russian River,Steelhead Beach,Algal mat alert sign,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.","Stay away from algal mats in the water. Do NOT let pets drink the water or eat algal mats in the water or on the shore. Keep Children AWAY from algal mats and do NOT allow children to touch or eat algal mats. Algal mats can be attached to the bottom of the waterway, floating in the water, or washed up on shore. Swimming is allowed in areas without algal mats.",Algal mat alert sign,3158,RB1 FHAB,Sonoma,1/7/2022,1/7/2022,Steelhead Beach,County Environmental Health Department,Region 1 - North Coast,10/18/2022,Unknown,Russian River,38.500283,-122.8995
Sonoma,Russian River,Sunset Beach,Algal mat alert sign,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.","Stay away from algal mats in the water. Do NOT let pets drink the water or eat algal mats in the water or on the shore. Keep Children AWAY from algal mats and do NOT allow children to touch or eat algal mats. Algal mats can be attached to the bottom of the waterway, floating in the water, or washed up on shore. Swimming is allowed in areas without algal mats.",Algal mat alert sign,3156,RB1 FHAB,Sonoma,1/7/2022,1/7/2022,Sunset Beach,County Environmental Health Department,Region 1 - North Coast,10/18/2022,Unknown,Russian River,38.503944,-122.93037
Sonoma,Russian River,Syar,Algal mat alert sign,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algal mats in the water. Do NOT let pets drink the water or eat algal mats in the water or on the shore. Keep Children AWAY from algal mats and do NOT allow children to touch or eat algal mats. Algal mats can be attached to the bottom of the waterway, floating in the water, or washed up on shore. Swimming is allowed in areas without algal mats.",Algal mat alert sign,3347,Water Boards,Sonoma,8/29/2022,5/9/2022,Syar,Other,Region 1 - North Coast,10/24/2022,County Environmental Health Department,Russian River,38.56326,-122.85302
Sonoma,Salmon Creek,Estuary,Algal mat alert sign,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Advisory is based on visual monitoring for indicators of harmful algal bloom.","Stay away from algal mats in the water. Do NOT let pets drink the water or eat algal mats in the water or on the shore. Keep Children AWAY from algal mats and do NOT allow children to touch or eat algal mats. Algal mats can be attached to the bottom of the waterway, floating in the water, or washed up on shore. Swimming is allowed in areas without algal mats.",Algal mat alert sign,3297,Sonoma County Environmental Health,Sonoma,5/16/2022,5/10/2022,Estuary,County Environmental Health Department,Region 1 - North Coast,10/20/2022,Unknown,Salmon Creek,38.354592,-123.06505
Sonoma,San Pablo Bay,Tubbs Island,Last verified >30 days ago,Detail,"Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.; Marine bloom or “red tide” reported in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. CA Water Boards recommends people and pets avoid contact with the water during times of any dense blooms or discoloration in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system. Report any illnesses of human or animals (domestic and wild) to marinehab@oehha.ca.gov. More information about marine harmful algal blooms is available on Dept. of Public Health’s Marine Biotoxin Monitoring Program webpage at: https://tinyurl.com/5e8uc9k4.","Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.; Marine bloom or “red tide” reported in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. CA Water Boards recommends people and pets avoid contact with the water during times of any dense blooms or discoloration in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system. Report any illnesses of human or animals (domestic and wild) to marinehab@oehha.ca.gov. More information about marine harmful algal blooms is available on Dept. of Public Health’s Marine Biotoxin Monitoring Program webpage at: https://tinyurl.com/5e8uc9k4.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3701,,Sonoma,9/7/2022,9/1/2022,Tubbs Island,,Region 2 - San Francisco Bay,9/7/2022,,San Pablo Bay,38.1215308,-122.43379
Sonoma,Sonoma Creek,below Adobe Cyn. Rd. and Godspeed Trail,Last verified >30 days ago,Detail,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3599,CA Dept. of Fish and Wildlife,Sonoma,7/29/2022,7/19/2022,below Adobe Cyn. Rd. and Godspeed Trail,California State Parks,Region 2 - San Francisco Bay,9/22/2022,,Sonoma Creek,38.44264,-122.53139
Sonoma,Spring Lake,Lakewide,Last verified >90 days ago,Detail,"Alert! Observations of floating or stranded algal mats accumulating at this site indicating elevated health risk to humans and animals, children and dogs should avoid touching mat material.","Alert! Observations of floating or stranded algal mats accumulating at this site indicating elevated health risk to humans and animals, children and dogs should avoid touching mat material.",No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3563,RB1 FHAB,Sonoma,7/19/2022,7/15/2022,Lakewide,County Environmental Health Department,Region 1 - North Coast,7/18/2022,Local Park and Recreation Department,Spring Lake,38.453602,-122.6526
Tehama,Lake California,West end of South Marina Way (LCA-1),Last verified >90 days ago,Detail,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3560,Central Valley Water Board,Tehama,7/18/2022,7/11/2022,West end of South Marina Way (LCA-1),,Region 5 - Central Valley,7/18/2022,,Lake California,40.34777,-122.198
Tehama,Sacramento River,"East Side of Sacramento River, south end of sand spit",Last verified >90 days ago,Detail,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3561,Central Valley Water Board,Tehama,7/18/2022,7/11/2022,"East Side of Sacramento River, south end of sand spit",,Region 5 - Central Valley,7/18/2022,,Sacramento River,40.34444,-122.1858
Trinity,Lewiston Reservoir,Lakewide,Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Water testing of samples resulted in no exceedance of an advisory trigger threshold.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Water testing of samples resulted in no exceedance of an advisory trigger threshold.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3438,Trinity County Environmental Health,Trinity,5/31/2022,5/17/2022,Lakewide,County Environmental Health Department,Region 1 - North Coast,9/14/2022,United States Forest Service,Lewiston Reservoir,40.74882,-122.78723
Trinity,Little Brown's Creek,at Landecena Road,Last verified >90 days ago,Detail,Visual observations of suspicious algae reported - Water Boards staff determined that no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae were present.,Visual observations of suspicious algae reported - Water Boards staff determined that no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae were present.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3213,Trinity County,Trinity,3/15/2022,3/10/2022,at Landecena Road,Unknown,Region 1 - North Coast,3/29/2022,Unknown,Little Brown's Creek,40.707228,-122.90572
Trinity,Mad River,tributary below Ruth Lake near Humboldt & Trinity County line,Last verified >90 days ago,Detail,Visual observations of suspicious algae reported - Water Boards staff determined that no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae were present.,Visual observations of suspicious algae reported - Water Boards staff determined that no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae were present.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3232,California Department of Fish and Wildlife,Trinity,4/11/2022,4/6/2022,tributary below Ruth Lake near Humboldt & Trinity County line,Unknown,Region 1 - North Coast,4/11/2022,Unknown,Mad River,40.4991,-123.5421
Trinity,Ruth Lake,Lakewide,Caution,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Caution,3439,Trinity County Environmental Health,Trinity,5/31/2022,5/19/2022,Lakewide,County Environmental Health Department,Region 1 - North Coast,10/18/2022,United States Forest Service,Ruth Lake,40.30824,-123.35346
Trinity,Trinity Lake,Lakewide,Last verified >30 days ago,Detail,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Water testing of samples resulted in no exceedance of an advisory trigger threshold.","Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.; Water testing of samples resulted in no exceedance of an advisory trigger threshold.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3440,Trinity County Environmental Health,Trinity,5/31/2022,5/16/2022,Lakewide,County Environmental Health Department,Region 1 - North Coast,9/14/2022,United States Forest Service,Trinity Lake,40.98134,-122.6594
Tulare,Alder Creek,Ash Mountain Housing,Last verified >30 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3651,NPS,Tulare,8/22/2022,7/28/2022,Ash Mountain Housing,,Region 5 - Central Valley,8/23/2022,,Alder Creek,36.496464,-118.82557
Tulare,East Fork Kaweah River,Last Bridge up Mineral King Rd.,Last verified >30 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3650,NPS,Tulare,8/22/2022,8/1/2022,Last Bridge up Mineral King Rd.,,Region 5 - Central Valley,8/23/2022,,East Fork Kaweah River,36.450142,-118.59534
Tulare,Kaweah River,Approximately 1 mile from Dinely Bridge,Algal mat general awareness sign,Detail,Advisory is based on visual monitoring for indicators of harmful algal bloom.,Advisory is based on visual monitoring for indicators of harmful algal bloom.,No bloom advisory. General awareness signs are educational and are recommended to be displayed at recreational waterbodies to provide info on potential bloom conditions and precautions.,Algal mat general awareness sign,3558,Home,Tulare,7/22/2022,7/15/2022,Approximately 1 mile from Dinely Bridge,,Region 5 - Central Valley,10/17/2022,,Kaweah River,36.4618,-118.88466
Tulare,Kaweah River,Ash Mountain Visitor Center,Last verified >90 days ago,Detail,Advisory is based on visual monitoring for indicators of harmful algal bloom.,Advisory is based on visual monitoring for indicators of harmful algal bloom.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3583,National Park Service,Tulare,7/22/2022,7/21/2022,Ash Mountain Visitor Center,National Park Service,Region 5 - Central Valley,7/22/2022,,Kaweah River,36.489745,-118.82324
Tulare,Kaweah River,Comfort Inn and Suites Sequoia Kings Canyon,Last verified >90 days ago,Detail,Advisory is based on visual monitoring for indicators of harmful algal bloom.,Advisory is based on visual monitoring for indicators of harmful algal bloom.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3586,,Tulare,7/25/2022,7/25/2022,Comfort Inn and Suites Sequoia Kings Canyon,,Region 5 - Central Valley,7/25/2022,,Kaweah River,36.4251053,-118.91608
Tulare,Kaweah River,Marble Fork of Kaweah River at Potwisha Campground,Last verified >90 days ago,Detail,Advisory is based on visual monitoring for indicators of harmful algal bloom.,Advisory is based on visual monitoring for indicators of harmful algal bloom.,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Last verified >90 days ago,3585,National Park Service,Tulare,7/22/2022,7/21/2022,Marble Fork of Kaweah River at Potwisha Campground,National Park Service,Region 5 - Central Valley,7/22/2022,,Kaweah River,36.515307,-118.80215
Tulare,Kaweah River,Sequoia RV ranch on north fork Kaweah River,Algal mat general awareness sign,Detail,“Algal mats general awareness sign” for HABs posted at this site and nearby access points.,“Algal mats general awareness sign” for HABs posted at this site and nearby access points.,No bloom advisory. General awareness signs are educational and are recommended to be displayed at recreational waterbodies to provide info on potential bloom conditions and precautions.,Algal mat general awareness sign,3574,,Tulare,7/22/2022,7/19/2022,Sequoia RV ranch on north fork Kaweah River,Private entity,Region 5 - Central Valley,10/17/2022,,Kaweah River,36.468922,-118.91353
Tulare,Kaweah River,Slick Rock Recreation Area,Algal mat general awareness sign,Detail,Advisory is based on visual monitoring for indicators of harmful algal bloom.,Advisory is based on visual monitoring for indicators of harmful algal bloom.,No bloom advisory. General awareness signs are educational and are recommended to be displayed at recreational waterbodies to provide info on potential bloom conditions and precautions.,Algal mat general awareness sign,3569,private,Tulare,9/9/2022,6/24/2022,Slick Rock Recreation Area,,Region 5 - Central Valley,10/17/2022,,Kaweah River,36.412014,-118.93799
Tulare,Kaweah River,White Horse Inn,Algal mat alert sign,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.","Stay away from algal mats in the water. Do NOT let pets drink the water or eat algal mats in the water or on the shore. Keep Children AWAY from algal mats and do NOT allow children to touch or eat algal mats. Algal mats can be attached to the bottom of the waterway, floating in the water, or washed up on shore. Swimming is allowed in areas without algal mats.",Algal mat alert sign,3762,,Tulare,10/10/2022,10/8/2022,White Horse Inn,,Region 5 - Central Valley,10/10/2022,,Kaweah River,36.454916,-118.88945
Tulare,Marble Fork Kaweah River,Lodgepole Campground,Last verified >30 days ago,Detail,Advisory is based on visual monitoring for indicators of harmful algal bloom.,Advisory is based on visual monitoring for indicators of harmful algal bloom.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3601,National Park Service,Tulare,8/1/2022,7/26/2022,Lodgepole Campground,,Region 5 - Central Valley,8/1/2022,,Marble Fork Kaweah River,36.611398,-118.70139
Tulare,North Fork Kaweah River,Near Confluence of Yucca Creek,Last verified >30 days ago,Detail,Advisory is based on visual monitoring for indicators of harmful algal bloom.,Advisory is based on visual monitoring for indicators of harmful algal bloom.,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3602,National Park Service,Tulare,8/1/2022,7/27/2022,Near Confluence of Yucca Creek,,Region 5 - Central Valley,8/1/2022,,North Fork Kaweah River,36.54579,-118.89654
Tulare,Rae Lakes,Rae Lake Ranger Station,Algal mat alert sign,Detail,*,*,"Stay away from algal mats in the water. Do NOT let pets drink the water or eat algal mats in the water or on the shore. Keep Children AWAY from algal mats and do NOT allow children to touch or eat algal mats. Algal mats can be attached to the bottom of the waterway, floating in the water, or washed up on shore. Swimming is allowed in areas without algal mats.",Algal mat alert sign,*,National Park Service,Tulare,9/26/2022,9/24/2022,Rae Lake Ranger Station,,Region 5 - Central Valley,9/26/2022,,Rae Lakes,36.8047475,-118.3980675
Tulare,Skyline Ponds,Case Mountain BLM Trailhead at the end of Skyline Drive.,Last verified >30 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.","Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.; Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3530,NPS,Tulare,7/8/2022,7/8/2022,Case Mountain BLM Trailhead at the end of Skyline Drive.,National Park Service,Region 5 - Central Valley,8/11/2022,,Skyline Ponds,36.45055,-118.86336
Tulare,South Fork Kaweah River,South Fork Campground,Last verified >30 days ago,Detail,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.","Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.; Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.",No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Last verified >30 days ago,3648,NPS,Tulare,8/22/2022,8/4/2022,South Fork Campground,,Region 5 - Central Valley,8/23/2022,,South Fork Kaweah River,36.350217,-118.76645
