OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,LatitudeMeasure,LongitudeMeasure
USGS-CA,USGS California Water Science Center,nwisca.01.02300207,Sample-Routine,Water,Surface Water,2022-11-02,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11447890,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Peristaltic pump,NA,Chlorophyll a,NA,0.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-11-16,NA,Lower Reporting Limit,0.1,ug/l,2022-11-16,NWIS,2022-11-02T18:45:00Z,NA,38.25769218000000,-121.5182865000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300067,Sample-Routine,Water,Surface Water,2022-10-17,10:16:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11311300,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Mulitple samplers used,NA,Chlorophyll a,NA,2.4,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-11-03,sample was warm when received,Lower Reporting Limit,0.1,ug/l,2022-11-03,NWIS,2022-10-17T18:16:00Z,NA,37.99250000000000,-121.4538889000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300211,Sample-Routine,Water,Surface Water,2022-11-03,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-11-17,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-11-03T19:45:00Z,NA,38.24301110000000,-121.6842860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300213,Sample-Routine,Water,Surface Water,2022-11-03,09:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455142,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.08,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-11-17,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-11-03T17:00:00Z,NA,38.34166667000000,-121.6438889000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300106,Sample-Routine,Water,Surface Water,2022-10-20,11:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11312676,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.051,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-11-07,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-10-20T19:15:00Z,NA,37.94270170000000,-121.5341175000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300088,Sample-Routine,Water,Surface Water,2022-10-18,13:40:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Mulitple samplers used,NA,Chlorophyll a,NA,1.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-11-07,sample was warm when received,Lower Reporting Limit,0.1,ug/l,2022-11-07,NWIS,2022-10-18T21:40:00Z,NA,38.24301110000000,-121.6842860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300108,Sample-Routine,Water,Surface Water,2022-10-20,12:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-11-07,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-10-20T20:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300209,Sample-Routine,Water,Surface Water,2022-11-02,13:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.055,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-11-17,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-11-02T21:00:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300209,Sample-Routine,Water,Surface Water,2022-11-02,13:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,2.1,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-11-22,NA,Lower Reporting Limit,0.1,ug/l,2022-11-22,NWIS,2022-11-02T21:00:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300089,Sample-Routine,Water,Surface Water,2022-10-18,14:13:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-382010121402301,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Mulitple samplers used,NA,Chlorophyll a,NA,1.8,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-11-07,sample was warm when received,Lower Reporting Limit,0.1,ug/l,2022-11-07,NWIS,2022-10-18T22:13:00Z,NA,38.33616667000000,-121.6729250000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300197,Sample-Routine,Water,Surface Water,2022-11-01,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Peristaltic pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-11-17,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-11-01T18:30:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300199,Sample-Routine,Water,Surface Water,2022-11-01,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11312676,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.1,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-11-22,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-11-01T17:30:00Z,NA,37.94270170000000,-121.5341175000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300199,Sample-Routine,Water,Surface Water,2022-11-01,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11312676,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.058,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-11-17,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-11-01T17:30:00Z,NA,37.94270170000000,-121.5341175000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300199,Sample-Routine,Water,Surface Water,2022-11-01,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11312676,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,1.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-11-16,NA,Lower Reporting Limit,0.1,ug/l,2022-11-16,NWIS,2022-11-01T17:30:00Z,NA,37.94270170000000,-121.5341175000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300074,Sample-Routine,Water,Surface Water,2022-10-17,14:55:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11336685,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Mulitple samplers used,NA,Chlorophyll a,NA,1.8,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-11-03,sample was warm when received,Lower Reporting Limit,0.1,ug/l,2022-11-03,NWIS,2022-10-17T22:55:00Z,NA,38.22333330000000,-121.5072222000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300325,Sample-Routine,Water,Surface Water,2022-11-30,10:26:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Mulitple samplers used,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.22,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-12-21,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-11-30T18:26:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300211,Sample-Routine,Water,Surface Water,2022-11-03,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.13,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-11-22,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-11-03T19:45:00Z,NA,38.24301110000000,-121.6842860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300211,Sample-Routine,Water,Surface Water,2022-11-03,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.043,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-11-17,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-11-03T19:45:00Z,NA,38.24301110000000,-121.6842860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300042,Sample-Routine,Water,Surface Water,2022-10-06,14:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455095,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-10-27,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-10-06T22:30:00Z,NA,38.47686944000000,-121.5836417000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300042,Sample-Routine,Water,Surface Water,2022-10-06,14:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455095,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.04,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-10-20,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-10-06T22:30:00Z,NA,38.47686944000000,-121.5836417000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300042,Sample-Routine,Water,Surface Water,2022-10-06,14:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455095,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.121,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-10-27,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-10-06T22:30:00Z,NA,38.47686944000000,-121.5836417000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300154,Sample-Routine,Water,Surface Water,2022-10-27,12:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-381142122015801,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.06,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-11-08,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-10-27T20:30:00Z,NA,38.19489444000000,-122.0328139000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300154,Sample-Routine,Water,Surface Water,2022-10-27,12:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-381142122015801,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,2.3,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-11-15,NA,Lower Reporting Limit,0.1,ug/l,2022-11-15,NWIS,2022-10-27T20:30:00Z,NA,38.19489444000000,-122.0328139000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300196,Sample-Routine,Water,Surface Water,2022-11-01,09:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Peristaltic pump,NA,Ammonia and ammonium,Dissolved,0.04,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-11-17,below the reporting level but at or above the detection level,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-11-01T17:00:00Z,NA,38.07780830000000,-121.7672860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300104,Sample-Routine,Water,Surface Water,2022-10-19,16:08:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11312676,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Mulitple samplers used,NA,Chlorophyll a,NA,1.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-11-07,sample was warm when received,Lower Reporting Limit,0.1,ug/l,2022-11-07,NWIS,2022-10-20T00:08:00Z,NA,37.94270170000000,-121.5341175000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300224,Sample-Routine,Water,Surface Water,2022-11-14,15:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455276,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-12-12,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-11-14T23:00:00Z,NA,38.30785830000000,-121.6924278000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300038,Sample-Routine,Water,Surface Water,2022-10-04,15:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.065,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-10-27,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-10-04T23:30:00Z,NA,38.07780830000000,-121.7672860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300097,Sample-Routine,Water,Surface Water,2022-10-19,11:23:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455508,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Mulitple samplers used,NA,Chlorophyll a,NA,1.4,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-11-07,sample was warm when received,Lower Reporting Limit,0.1,ug/l,2022-11-07,NWIS,2022-10-19T19:23:00Z,NA,38.04953056000000,-121.8875500000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300198,Sample-Routine,Water,Surface Water,2022-11-01,12:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11336790,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.04,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-11-17,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-11-01T20:00:00Z,NA,38.09638889000000,-121.4961110000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300198,Sample-Routine,Water,Surface Water,2022-11-01,12:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11336790,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,2.8,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-11-16,NA,Lower Reporting Limit,0.1,ug/l,2022-11-16,NWIS,2022-11-01T20:00:00Z,NA,38.09638889000000,-121.4961110000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300036,Sample-Routine,Water,Surface Water,2022-10-03,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11312676,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.058,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-10-27,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-10-03T18:30:00Z,NA,37.94270170000000,-121.5341175000000
USGS-CA,USGS California Water Science Center,nwisca.01.02300210,Sample-Routine,Water,Surface Water,2022-11-03,12:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455140,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.048,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-11-17,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-11-03T20:45:00Z,NA,38.34916667000000,-121.6447222000000
